# schema bench results
# date: 2026-09-01T04:14:29Z
# host: macbook  arch: arm64  os: Darwin 25.6.0
# cpu: Apple M2
# build: Release
# cpp compiler: Apple clang version 21.0.0 (clang-2100.1.1.101)
# cpp flags: -O3 -DNDEBUG -DSERIALIZE_RELEASE -DBENCH_OPT="O3" -std=c++17 -Wall -Wextra -Werror -ffp-contract=off -fno-rtti -Igenerated/bench/cpp -I../serialize
# c compiler: Apple clang version 21.0.0 (clang-2100.1.1.101)
# c flags: -O3 -DNDEBUG -DBENCH_OPT="O3" -std=c99 -Wall -Wextra -Werror -Igenerated/bench/c -I../serialize.c (serialize.c compiled in, no LTO)
# go: go version go1.27.0 darwin/arm64 (go run, default optimized build)
# rust: cargo 1.98.0 (797e8a9bc 2026-08-05) (Homebrew); rustc 1.98.0 (88d9e12ae 2026-08-18) (Homebrew) (cargo run --release at opt-level 3, no LTO)
# dotnet: 10.0.400 (dotnet run -c Release, workstation GC)
# node: v26.7.0 (NODE_ENV=production — serialize.js's caller-trust release mode; the runner records the mode that ran in its checks column)
# java: openjdk 21.0.12.1 2026-08-18 LTS (generated codecs, zero runtime dependency; default JVM flags, no -ea)
# dart: Dart SDK version: 3.13.2 (stable) (Tue Aug 25 01:01:12 2026 -0700) on "macos_arm64" (generated codecs, zero runtime dependency; AOT executable)
# elixir: 1.20.4 (generated codecs, zero runtime dependency; pinned BEAM toolchain)
# pinning: none
# noise: unlabelled
# schema commit: e9b83fc (main)
# serialize commit: cebaed2 (main) [build-verified: /Users/glenn/rowan-working/serialize]
# serialize.c commit: 37db942 (main) [build-verified: /Users/glenn/rowan-working/serialize.c]
# serialize.go commit: 287e2fe (main) [build-verified: /Users/glenn/rowan-working/serialize.go]
# serialize.rs commit: 6b52aa6 (main) [build-verified: /Users/glenn/rowan-working/serialize.rs]
# serialize.cs commit: 1439c6f (main) [build-verified: /Users/glenn/rowan-working/serialize.cs]
# serialize.js commit: e391f1e (main) [build-verified: /Users/glenn/rowan-working/serialize.js]
lang,bench,path,iters,bytes_per_op,runs,median_msgs_per_sec,min_msgs_per_sec,max_msgs_per_sec,median_mb_per_sec,spread_pct,corpus_id,family,linkage,checks,opt,inline
cpp,bench_mixed,write,4000000,438,7,7657128,6950483,7714885,3198.45,9.98,6b213fbfa1a03a99,gen,hdr,removed,O3,unknown
cpp,bench_mixed,round_trip,4000000,438,7,3578500,3575795,3579797,1494.77,0.11,6b213fbfa1a03a99,gen,hdr,removed,O3,unknown
cpp,bitpacker,write,24576,65518,7,61235,60544,62115,3826.16,2.57,6b213fbfa1a03a99,bits,hdr,removed,O3,unknown
cpp,bitpacker,read,24576,65518,7,93407,93372,93585,5836.34,0.23,6b213fbfa1a03a99,bits,hdr,removed,O3,unknown
lang,bench,path,iters,bytes_per_op,runs,median_msgs_per_sec,min_msgs_per_sec,max_msgs_per_sec,median_mb_per_sec,spread_pct,corpus_id,family,linkage,checks,opt,inline
c,bench_mixed,write,4000000,438,7,7347053,7341403,7377678,3068.93,0.49,6b213fbfa1a03a99,gen,hdr,removed,O3,unknown
c,bench_mixed,round_trip,4000000,438,7,3655936,3617274,3660624,1527.12,1.19,6b213fbfa1a03a99,gen,hdr,removed,O3,unknown
c,bitpacker,write,24576,65518,7,60619,60463,61041,3787.62,0.95,6b213fbfa1a03a99,bits,hdr,removed,O3,unknown
c,bitpacker,read,24576,65518,7,57403,57323,57742,3586.68,0.73,6b213fbfa1a03a99,bits,hdr,removed,O3,unknown
go,bench_mixed,write,4000000,438,7,3444871,3443826,3446203,1438.95,0.07,6b213fbfa1a03a99,gen,pkg,always,default,unknown
go,bench_mixed,round_trip,4000000,438,7,1715751,1715327,1715904,716.69,0.03,6b213fbfa1a03a99,gen,pkg,always,default,unknown
go,bitpacker,write,24576,65518,7,9920,9880,9942,619.84,0.62,6b213fbfa1a03a99,bits,pkg,always,default,unknown
go,bitpacker,read,24576,65518,7,11532,11529,11533,720.57,0.04,6b213fbfa1a03a99,bits,pkg,always,default,unknown
rust,bench_mixed,write,4000000,438,7,6097199,6094320,6098515,2546.86,0.07,6b213fbfa1a03a99,gen,crate,always,O3,unknown
rust,bench_mixed,round_trip,4000000,438,7,2334712,2330489,2335574,975.23,0.22,6b213fbfa1a03a99,gen,crate,always,O3,unknown
rust,bitpacker,write,24576,65518,7,33531,33453,33942,2095.12,1.46,6b213fbfa1a03a99,bits,crate,always,O3,unknown
rust,bitpacker,read,24576,65518,7,36540,36503,36564,2283.15,0.17,6b213fbfa1a03a99,bits,crate,always,O3,unknown
cs,bench_mixed,write,4000000,438,7,3350376,3339910,3352397,1399.48,0.37,6b213fbfa1a03a99,gen,asm,always,default,unknown
cs,bench_mixed,round_trip,4000000,438,7,1599549,1597804,1599762,668.15,0.12,6b213fbfa1a03a99,gen,asm,always,default,unknown
cs,bitpacker,write,24576,65518,7,17458,17400,17466,1090.80,0.38,6b213fbfa1a03a99,bits,asm,always,default,unknown
