# ---------------------------------------------------------------------------
# PR #208 (cs-word-codec) — the C# codec pass, BEFORE (main, d398ec4) half.
#
# ONE LEG ONLY (--only cs): nothing else in the tree changed, so the eight
# other legs would have re-measured main against main. The cpp/c reference
# rows this pair is read against are the quiet-box sweep at
# bench/results/2026-09-01-arm64-macbook.csv, same corpus_id
# 6b213fbfa1a03a99, same box, same day.
#
# TWO SITTINGS, both committed, taken back to back in the same window with the
# other half. The box was shared with another worker's timed elixir runs
# (PR #207) for part of the session; the pair is reported as max AND median
# per BENCH-STANDARD.md rather than as a single number.
#
# THE `bits` FAMILY ROWS ARE NOT ATTRIBUTABLE TO THIS CHANGE, said out loud
# rather than left for a reader to trip over. bench/cs/src/BitsBench.cs
# exercises serialize.cs's raw BitWriter/BitReader and NO generated code at
# all; neither the emitter nor the runtime moved under it. Its rows still
# differ across the halves (bitpacker write 1222 -> 1087 MB/s at 0.6-3% spread
# in sitting 2), which can only be process-level: JIT method placement and
# cache/branch state after a differently shaped bench_mixed pass in the same
# process. Read the `gen` rows; the `bits` rows here are an open question, not
# a result.
# The `schema commit` line below carries no branch: the before half runs
# main's own run.sh, which predates the branch-carrying line this PR adds
# to it. The tree is main at d398ec4, and d398ec4 resolves on origin.
#
# ---------------------------------------------------------------------------
# ---- sitting 1 ----
# schema bench results
# date: 2026-08-31T23:45:56Z
# host: macbook  arch: arm64  os: Darwin 25.6.0
# cpu: Apple M2
# build: Release
# cpp compiler: Apple clang version 21.0.0 (clang-2100.1.1.101)
# cpp flags: -O3 -DNDEBUG -DSERIALIZE_RELEASE -DBENCH_OPT="O3" -std=c++17 -Wall -Wextra -Werror -ffp-contract=off -fno-rtti -Igenerated/bench/cpp -I../serialize
# c compiler: Apple clang version 21.0.0 (clang-2100.1.1.101)
# c flags: -O3 -DNDEBUG -DBENCH_OPT="O3" -std=c99 -Wall -Wextra -Werror -Igenerated/bench/c -I../serialize.c (serialize.c compiled in, no LTO)
# go: go version go1.27.0 darwin/arm64 (go run, default optimized build)
# rust: cargo 1.98.0 (797e8a9bc 2026-08-05) (Homebrew); rustc 1.98.0 (88d9e12ae 2026-08-18) (Homebrew) (cargo run --release at opt-level 3, no LTO)
# dotnet: 10.0.400 (dotnet run -c Release, workstation GC)
# node: v26.7.0 (NODE_ENV=production — serialize.js's caller-trust release mode; the runner records the mode that ran in its checks column)
# java: not present (generated codecs, zero runtime dependency; default JVM flags, no -ea)
# dart: not present (generated codecs, zero runtime dependency; AOT executable)
# elixir: not present (generated codecs, zero runtime dependency; pinned BEAM toolchain)
# pinning: none
# noise: cs-only before/after pair for PR #208; quiet window, load ~1.5 at start
# schema commit: d398ec4
# serialize commit: cebaed2 (main) [build-verified: /Users/glenn/rowan-working/serialize]
# serialize.c commit: 37db942 (main) [build-verified: /Users/glenn/rowan-working/serialize.c]
# serialize.go commit: ae730d5 (main) [build-verified: /Users/glenn/rowan-working/serialize.go]
# serialize.rs commit: 6b52aa6 (main) [build-verified: /Users/glenn/rowan-working/serialize.rs]
# serialize.cs commit: f08327e (main) [build-verified: /Users/glenn/rowan-working/serialize.cs]
# serialize.js commit: e391f1e (main) [build-verified: /Users/glenn/rowan-working/serialize.js]
cs,bench_mixed,write,4000000,438,7,2103454,2082706,2104563,878.63,1.04,6b213fbfa1a03a99,gen,asm,always,default,unknown
cs,bench_mixed,round_trip,4000000,438,7,990865,958833,992155,413.89,3.36,6b213fbfa1a03a99,gen,asm,always,default,unknown
cs,bitpacker,write,24576,65518,7,19566,19077,19835,1222.55,3.87,6b213fbfa1a03a99,bits,asm,always,default,unknown
cs,bitpacker,read,24576,65518,7,17780,16342,18179,1110.96,10.33,6b213fbfa1a03a99,bits,asm,always,default,unknown
# ---- sitting 2 ----
# schema bench results
# date: 2026-08-31T23:59:12Z
# host: macbook  arch: arm64  os: Darwin 25.6.0
# cpu: Apple M2
# build: Release
# cpp compiler: Apple clang version 21.0.0 (clang-2100.1.1.101)
# cpp flags: -O3 -DNDEBUG -DSERIALIZE_RELEASE -DBENCH_OPT="O3" -std=c++17 -Wall -Wextra -Werror -ffp-contract=off -fno-rtti -Igenerated/bench/cpp -I../serialize
# c compiler: Apple clang version 21.0.0 (clang-2100.1.1.101)
# c flags: -O3 -DNDEBUG -DBENCH_OPT="O3" -std=c99 -Wall -Wextra -Werror -Igenerated/bench/c -I../serialize.c (serialize.c compiled in, no LTO)
# go: go version go1.27.0 darwin/arm64 (go run, default optimized build)
# rust: cargo 1.98.0 (797e8a9bc 2026-08-05) (Homebrew); rustc 1.98.0 (88d9e12ae 2026-08-18) (Homebrew) (cargo run --release at opt-level 3, no LTO)
# dotnet: 10.0.400 (dotnet run -c Release, workstation GC)
# node: v26.7.0 (NODE_ENV=production — serialize.js's caller-trust release mode; the runner records the mode that ran in its checks column)
# java: openjdk 21.0.12.1 2026-08-18 LTS (generated codecs, zero runtime dependency; default JVM flags, no -ea)
# dart: Dart SDK version: 3.13.2 (stable) (Tue Aug 25 01:01:12 2026 -0700) on "macos_arm64" (generated codecs, zero runtime dependency; AOT executable)
# elixir: 1.20.4 (generated codecs, zero runtime dependency; pinned BEAM toolchain)
# pinning: none
# noise: cs-only before/after pair, sitting 2, for PR #208; box shared with another worker's timed runs — see the pair's own note
# schema commit: d398ec4
# serialize commit: cebaed2 (main) [build-verified: /Users/glenn/rowan-working/serialize]
# serialize.c commit: 37db942 (main) [build-verified: /Users/glenn/rowan-working/serialize.c]
# serialize.go commit: ae730d5 (main) [build-verified: /Users/glenn/rowan-working/serialize.go]
# serialize.rs commit: 6b52aa6 (main) [build-verified: /Users/glenn/rowan-working/serialize.rs]
# serialize.cs commit: f08327e (main) [build-verified: /Users/glenn/rowan-working/serialize.cs]
# serialize.js commit: e391f1e (main) [build-verified: /Users/glenn/rowan-working/serialize.js]
cs,bench_mixed,write,4000000,438,7,2068027,2014340,2072323,863.83,2.80,6b213fbfa1a03a99,gen,asm,always,default,unknown
cs,bench_mixed,round_trip,4000000,438,7,967119,890536,979294,403.97,9.18,6b213fbfa1a03a99,gen,asm,always,default,unknown
cs,bitpacker,write,24576,65518,7,19561,19156,19768,1222.24,3.13,6b213fbfa1a03a99,bits,asm,always,default,unknown
cs,bitpacker,read,24576,65518,7,18496,18395,18533,1155.68,0.74,6b213fbfa1a03a99,bits,asm,always,default,unknown
